action,sku,name,ean,originalSku,originalBrand,error
WOULD_DELETE,0126-7894929822118,TENIS OLYMPIKUS FLIT 4 ARENIT,7894929822118,0117-7894929822071,A DEFINIR,
WOULD_DELETE,0126-7894929822088,TENIS OLYMPIKUS FLIT 4 PRETO,7894929822088,0117-7894929822088,A DEFINIR,
WOULD_DELETE,0126-7894929822057,TENIS OLYMPIKUS FLIT 4 UVA,7894929822057,0117-7894929822057,A DEFINIR,
KEEP_NO_EAN,0126-7894187646006,LUVA FUTEBOL DE CAMPO TRAINING NEO SORTIDA 9,,,,
KEEP_NO_EAN,0126-7894187645702,LUVA FUTEBOL DE CAMPO TRAINING NEO JUNIOR SORTIDA 4,,,,
KEEP_NO_EAN,0126-7894187645719,LUVA FUTEBOL DE CAMPO TRAINING NEO JUNIOR SORTIDA 5,,,,
KEEP_NO_EAN,0126-7894187645726,LUVA FUTEBOL DE CAMPO TRAINING NEO JUNIOR SORTIDA 6,,,,
KEEP_NO_EAN,0126-7894187645733,LUVA FUTEBOL DE CAMPO TRAINING NEO JUNIOR SORTIDA 7,,,,
KEEP_NO_EAN,0126-7894187080619,APITO PROFISSIONAL SABIA C/ CORDAO E MOSQUETAO PRETO OFICIAL,,,,
KEEP_NO_EAN,0126-7894187666325,CAMPO TATICO COM IMA E CANETA VERDE U,,,,
KEEP_NO_EAN,0126-7894187597780,SQUEEZE ACO INOX TERMICO 420ML 8HRS QUENTE E 15HRS-FRIO - REVESTIMENTO EPOXI FOSCO PRETO U,,,,
KEEP_NO_EAN,0126-7894187080206,CARTAO CAMPO ARBITRO OFICIAL AM/VM,,,,
KEEP_NO_EAN,0126-7894187556961,CRONOMETRO DIGITAL START PT/VDC U,,,,
KEEP_NO_EAN,0126-7894187674306,LUVA FUTEBOL DE CAMPO PROFISSIONAL CHAMPION 9 BR/CH/RO 9,,,,
KEEP_NO_EAN,0126-7894187670704,LUVA FUTEBOL DE CAMPO PROFISSIONAL CHAMPION 9 PT/AZ/VDC 9,,,,
KEEP_NO_EAN,0126-7894187671497,LUVA FUTEBOL DE CAMPO PROFISSIONAL CHAMPION 9 PT/DOU/PT 9,,,,
WOULD_DELETE,0126-7894187674313,LUVA FUTEBOL DE CAMPO PROFISSIONAL CHAMPION 9 BR/CH/RO,7894187674313,0132-7894187674313,A DEFINIR,
WOULD_DELETE,0126-7894187670711,LUVA FUTEBOL DE CAMPO PROFISSIONAL CHAMPION 9 PT/AZ/VDC,7894187670711,0132-7894187670711,A DEFINIR,
WOULD_DELETE,0126-7894187671503,LUVA FUTEBOL DE CAMPO PROFISSIONAL CHAMPION 9 PT/DOU/PT,7894187671503,0132-7894187671503,A DEFINIR,
KEEP_NO_EAN,0126-7894187050483,BOLA DE BASQUETE OFICIAL N�7 INDOOR LARANJA,,,,
KEEP_NO_EAN,0126-7894187645993,LUVA FUTEBOL DE CAMPO TRAINING NEO SORTIDA 8,,,,
WOULD_DELETE,0126-7894187646013,LUVA FUTEBOL DE CAMPO TRAINING NEO SORTIDA,7894187646013,0132-7894187646013,A DEFINIR,
KEEP_NO_EAN,0126-7894187516088,MOCHILA MULTI-ESPORTIVA SORTIDA UNICO,,,,
KEEP_NO_EAN,0126-7894187618928,MOCHILA MULTI-ESPORTIVA 11525 COLOR UNICO,,,,
KEEP_NO_EAN,0126-7894187643784,SACOLA POKER GYM II SORTIDA COLOR U,,,,
KEEP_NO_EAN,0126-7894187557067,SQUEEZE ACO INOX TERMICO 420 ML 8HS-QUENTE E 15HS-FRIO PT/DEGRADE U,,,,
KEEP_NO_EAN,0126-7894187519980,BOLA DE FUTEVOLEI VULCANIZADA PU RIO BR/PT U,,,,
KEEP_NO_EAN,0126-7894187671961,BOLA DE FUTEVOLEI VULCANIZADA PU RIO BR/AZ U,,,,
KEEP_NO_EAN,0126-7894187537038,BOLA DE FUTEVOLEI VULCANIZADA PU RIO AM/PT U,,,,
KEEP_NO_EAN,0126-7894187555674,BOLA DE FUTEVOLEI VULCANIZADA PU RIO 05776 LAC/PT U,,,,
KEEP_NO_EAN,0126-7894187555650,BOLA DE FUTEVOLEI VULCANIZADA PU RIO 05776 VDC/PT U,,,,
KEEP_NO_EAN,0126-7894187555667,BOLA DE FUTEVOLEI VULCANIZADA PU RIO 05776 ROC/MR U,,,,
KEEP_NO_EAN,0126-7894187671954,BOLA DE FUTEVOLEI VULCANIZADA PU RIO BR/PT/VM U,,,,
KEEP_NO_EAN,0126-7894187646426,CONJUNTO TENIS DE MESA STAR - 2 RAQUETES + 3 BOLAS + SUPORTE COM REDE RETRATIL,,,,
KEEP_NO_EAN,0126-7894187429142,TOUCA NATACAO 100% SILICONE POWER ADULTO MARINHO,,,,
KEEP_NO_EAN,0126-7894187429135,TOUCA NATACAO 100% SILICONE POWER ADULTO ROSA,,,,
KEEP_NO_EAN,0126-7894187616375,TOUCA NATACAO 100% SILICONE POWER ADULTO VERMELHA,,,,
KEEP_NO_EAN,0126-7894187429128,TOUCA NATACAO 100% SILICONE POWER ADULTO AZUL,,,,
KEEP_NO_EAN,0126-7894187429159,TOUCA NATACAO 100% SILICONE POWER ADULTO PRETA,,,,
KEEP_NO_EAN,0126-7894187429111,TOUCA NATACAO 100% SILICONE POWER ADULTO PRATA,,,,
KEEP_NO_EAN,0126-7894187618645,OCULOS NATACAO NAVAGIO EXTRA PT/TRANS U,,,,
KEEP_NO_EAN,0126-7894187538127,OCULOS NATACAO NAVAGIO EXTRA AZ/AZ U,,,,
KEEP_NO_EAN,0126-7894187538134,OCULOS NATACAO NAVAGIO EXTRA BR/ACQUA U,,,,
KEEP_NO_EAN,0126-7894187538141,OCULOS NATACAO NAVAGIO EXTRA PT/FUME U,,,,
KEEP_NO_EAN,0126-7894187538158,OCULOS NATACAO NAVAGIO EXTRA RO/RO U,,,,
KEEP_NO_EAN,0126-7894187538165,OCULOS NATACAO NAVAGIO EXTRA TRANS/FUME U,,,,
KEEP_NO_EAN,0126-7894187429173,TOUCA NATACAO 100% SILICONE POWER JUNIOR AZUL,,,,
KEEP_NO_EAN,0126-7894187429197,TOUCA NATACAO 100% SILICONE POWER JUNIOR MARINHO,,,,
KEEP_NO_EAN,0126-7894187429180,TOUCA NATACAO 100% SILICONE POWER JUNIOR ROSA,,,,
KEEP_NO_EAN,0126-7894187429166,TOUCA NATACAO 100% SILICONE POWER JUNIOR PRETA,,,,
KEEP_NO_EAN,0126-7894187641346,BOLA DE VOLEI SEMI PROFISSIONAL VLS 200 SORTIDA,,,,
KEEP_NO_EAN,0126-7894187556862,OCULOS NATACAO COZUMEL EXTRA ACQ/ACQ U,,,,
KEEP_NO_EAN,0126-7894187556909,OCULOS NATACAO COZUMEL EXTRA TRANS/FUME U,,,,
KEEP_NO_EAN,0126-7894187556893,OCULOS NATACAO COZUMEL EXTRA RO/RO U,,,,
KEEP_NO_EAN,0126-7894187556886,OCULOS NATACAO COZUMEL EXTRA PT/FUME U,,,,
KEEP_NO_EAN,0126-7894187556879,OCULOS NATACAO COZUMEL EXTRA AZ/AZ U,,,,
KEEP_NO_EAN,0126-7894187519171,BOMBA DE INFLAR DUPLA ACAO AZUL UNICO,,,,
KEEP_NO_EAN,0126-7894187647638,MANGUITO CURTO PARA ESPORTES BRANCO U,,,,
KEEP_NO_EAN,0126-7894187647645,MANGUITO CURTO PARA ESPORTES PRETO U,,,,
WOULD_DELETE,0126-7894187635826,JOELHEIRA PRO VOLEI POWER PRETA,7894187635826,0132-7894187635826,A DEFINIR,
KEEP_NO_EAN,0126-7909943484478,F01SD00015-CHINELO FILA DRIFTER FOAM MASCULINO-BEGE-304-TAM:37,,,,
KEEP_NO_EAN,0126-7909943484485,F01SD00015-CHINELO FILA DRIFTER FOAM MASCULINO-BEGE-304-TAM:38,,,,
KEEP_NO_EAN,0126-7909943484492,F01SD00015-CHINELO FILA DRIFTER FOAM MASCULINO-BEGE-304-TAM:39,,,,
KEEP_NO_EAN,0126-7909943484508,F01SD00015-CHINELO FILA DRIFTER FOAM MASCULINO-BEGE-304-TAM:40,,,,
KEEP_NO_EAN,0126-7909943484515,F01SD00015-CHINELO FILA DRIFTER FOAM MASCULINO-BEGE-304-TAM:41,,,,
KEEP_NO_EAN,0126-7909943484522,F01SD00015-CHINELO FILA DRIFTER FOAM MASCULINO-BEGE-304-TAM:42,,,,
KEEP_NO_EAN,0126-7909943782604,F01R00157-TENIS FILA MAXXIMUS MASCULINO-AZRX/LARJ/PTO-6769-TAM:38,,,,
KEEP_NO_EAN,0126-7909943782611,F01R00157-TENIS FILA MAXXIMUS MASCULINO-AZRX/LARJ/PTO-6769-TAM:39,,,,
KEEP_NO_EAN,0126-7909943782635,F01R00157-TENIS FILA MAXXIMUS MASCULINO-AZRX/LARJ/PTO-6769-TAM:40,,,,
KEEP_NO_EAN,0126-7909943782659,F01R00157-TENIS FILA MAXXIMUS MASCULINO-AZRX/LARJ/PTO-6769-TAM:41,,,,
KEEP_NO_EAN,0126-7909943782666,F01R00157-TENIS FILA MAXXIMUS MASCULINO-AZRX/LARJ/PTO-6769-TAM:42,,,,
KEEP_NO_EAN,0126-7909943782680,F01R00157-TENIS FILA MAXXIMUS MASCULINO-AZRX/LARJ/PTO-6769-TAM:43,,,,
KEEP_NO_EAN,0126-7894193107331,51J728X-TENIS FILA RECOVERY FEMININO-BCO/PHLT/CBR-6012-TAM:34,,,,
KEEP_NO_EAN,0126-7894193107348,51J728X-TENIS FILA RECOVERY FEMININO-BCO/PHLT/CBR-6012-TAM:35,,,,
KEEP_NO_EAN,0126-7894193107362,51J728X-TENIS FILA RECOVERY FEMININO-BCO/PHLT/CBR-6012-TAM:36,,,,
KEEP_NO_EAN,0126-7894193107379,51J728X-TENIS FILA RECOVERY FEMININO-BCO/PHLT/CBR-6012-TAM:37,,,,
KEEP_NO_EAN,0126-7894193107423,51J728X-TENIS FILA RECOVERY FEMININO-BCO/PHLT/CBR-6012-TAM:38,,,,
KEEP_NO_EAN,0126-7894193107430,51J728X-TENIS FILA RECOVERY FEMININO-BCO/PHLT/CBR-6012-TAM:39,,,,
KEEP_NO_EAN,0126-7909943485093,F02SD00016-CHINELO FILA DRIFTER FOAM FEMININO-PTO/VERM/BCO-508-TAM:34,,,,
KEEP_NO_EAN,0126-7909943485109,F02SD00016-CHINELO FILA DRIFTER FOAM FEMININO-PTO/VERM/BCO-508-TAM:35,,,,
KEEP_NO_EAN,0126-7909943485116,F02SD00016-CHINELO FILA DRIFTER FOAM FEMININO-PTO/VERM/BCO-508-TAM:36,,,,
KEEP_NO_EAN,0126-7909943485123,F02SD00016-CHINELO FILA DRIFTER FOAM FEMININO-PTO/VERM/BCO-508-TAM:37,,,,
KEEP_NO_EAN,0126-7909943485130,F02SD00016-CHINELO FILA DRIFTER FOAM FEMININO-PTO/VERM/BCO-508-TAM:38,,,,
KEEP_NO_EAN,0126-7909943485147,F02SD00016-CHINELO FILA DRIFTER FOAM FEMININO-PTO/VERM/BCO-508-TAM:39,,,,
KEEP_NO_EAN,0126-7909943485154,F02SD00016-CHINELO FILA DRIFTER FOAM FEMININO-PTO/VERM/BCO-508-TAM:40,,,,
KEEP_NO_EAN,0126-7909943470358,F01L00258-TENIS FILA RENNO CLASSIC MASCULINO-PTO/GRF/BCO-497-TAM:37,,,,
KEEP_NO_EAN,0126-7909943470372,F01L00258-TENIS FILA RENNO CLASSIC MASCULINO-PTO/GRF/BCO-497-TAM:38,,,,
KEEP_NO_EAN,0126-7909943470389,F01L00258-TENIS FILA RENNO CLASSIC MASCULINO-PTO/GRF/BCO-497-TAM:39,,,,
KEEP_NO_EAN,0126-7909943470433,F01L00258-TENIS FILA RENNO CLASSIC MASCULINO-PTO/GRF/BCO-497-TAM:42,,,,
KEEP_NO_EAN,0126-7909943470402,F01L00258-TENIS FILA RENNO CLASSIC MASCULINO-PTO/GRF/BCO-497-TAM:40,,,,
KEEP_NO_EAN,0126-7909943470426,F01L00258-TENIS FILA RENNO CLASSIC MASCULINO-PTO/GRF/BCO-497-TAM:41,,,,
KEEP_NO_EAN,0126-7909943470457,F01L00258-TENIS FILA RENNO CLASSIC MASCULINO-PTO/GRF/BCO-497-TAM:43,,,,
KEEP_NO_EAN,0126-7909943485239,F02SD00016-CHINELO FILA DRIFTER FOAM FEMININO-BCO/VERM/MAR-440-TAM:40,,,,
KEEP_NO_EAN,0126-7909943484744,F01SD00015-CHINELO FILA DRIFTER FOAM MASCULINO-MAR/VERM/BCO-522-TAM:37,,,,
KEEP_NO_EAN,0126-7909943484751,F01SD00015-CHINELO FILA DRIFTER FOAM MASCULINO-MAR/VERM/BCO-522-TAM:38,,,,
KEEP_NO_EAN,0126-7909943484768,F01SD00015-CHINELO FILA DRIFTER FOAM MASCULINO-MAR/VERM/BCO-522-TAM:39,,,,
KEEP_NO_EAN,0126-7909943484775,F01SD00015-CHINELO FILA DRIFTER FOAM MASCULINO-MAR/VERM/BCO-522-TAM:40,,,,
KEEP_NO_EAN,0126-7909943484782,F01SD00015-CHINELO FILA DRIFTER FOAM MASCULINO-MAR/VERM/BCO-522-TAM:41,,,,
KEEP_NO_EAN,0126-7909943484799,F01SD00015-CHINELO FILA DRIFTER FOAM MASCULINO-MAR/VERM/BCO-522-TAM:42,,,,
KEEP_NO_EAN,0126-7909943484805,F01SD00015-CHINELO FILA DRIFTER FOAM MASCULINO-MAR/VERM/BCO-522-TAM:43,,,,
KEEP_NO_EAN,0126-7909943484812,F01SD00015-CHINELO FILA DRIFTER FOAM MASCULINO-MAR/VERM/BCO-522-TAM:44,,,,
KEEP_NO_EAN,0126-7909943485178,F02SD00016-CHINELO FILA DRIFTER FOAM FEMININO-BCO/VERM/MAR-440-TAM:34,,,,
KEEP_NO_EAN,0126-7909943485185,F02SD00016-CHINELO FILA DRIFTER FOAM FEMININO-BCO/VERM/MAR-440-TAM:35,,,,
KEEP_NO_EAN,0126-7909943485192,F02SD00016-CHINELO FILA DRIFTER FOAM FEMININO-BCO/VERM/MAR-440-TAM:36,,,,
KEEP_NO_EAN,0126-7909943485208,F02SD00016-CHINELO FILA DRIFTER FOAM FEMININO-BCO/VERM/MAR-440-TAM:37,,,,
KEEP_NO_EAN,0126-7909943485215,F02SD00016-CHINELO FILA DRIFTER FOAM FEMININO-BCO/VERM/MAR-440-TAM:38,,,,
KEEP_NO_EAN,0126-7909943485222,F02SD00016-CHINELO FILA DRIFTER FOAM FEMININO-BCO/VERM/MAR-440-TAM:39,,,,
KEEP_NO_EAN,0126-7909392972878,SHORT LSPORT AM BUDAPESTE,,,,
KEEP_NO_EAN,0126-7909392935200,JAQUETA LSPORT AF WINDBREAK,,,,
KEEP_NO_EAN,0126-7909392958247,VISEIRA LSPORT KNIT,,,,
KEEP_NO_EAN,0126-7909392759172,VISEIRA LSPORT DRY,,,,
KEEP_NO_EAN,0126-7909392932476,BONE DRY LSPORT,,,,
KEEP_NO_EAN,0126-7909392049839,GARRAFA LSPORT 500ML,,,,
KEEP_NO_EAN,0126-7909392853658,GARRAFA LSPORT 750 ML,,,,
KEEP_NO_EAN,0126-7909392659533,T-SHIRT LSPORT AM BASIC COREFIT,,,,
KEEP_NO_EAN,0126-7909392613399,CAMISETA LUPO AM BASICA,,,,
KEEP_NO_EAN,0126-7909392854679,TOALHA LUPO AU SPORT LONG 28X77,,,,
KEEP_NO_EAN,0126-7909392780022,SHORT SAIA LUPO AF BEACH TENNIS,,,,
KEEP_NO_EAN,0126-7909392614143,SHORT LUPO AM M RUNNER,,,,
KEEP_NO_EAN,0126-7909392553220,SHORT LUPO AF MALHA,,,,
KEEP_NO_EAN,0126-7909392625989,CAMISETA LUPO AF REPELENTE UV,,,,
KEEP_NO_EAN,0126-7909392624876,CAMISETA LSPORT AM BASICA II,,,,
KEEP_NO_EAN,0126-7909392992289,CAMISETA LSPORT AF REGATA BASIC RUN,,,,
KEEP_NO_EAN,0126-7909392997970,CAMISETA LSPORT AM BASIC RUN,,,,
KEEP_NO_EAN,0126-7909392679173,MEIA LUPO KU KIT2,,,,
KEEP_NO_EAN,0126-7909392908686,MEIA SPIDER MAN KM ANTIDERRAP.,,,,
KEEP_NO_EAN,0126-7909392679203,MEIA LUPO KU SAP. INVISIVEL K2,,,,
KEEP_NO_EAN,0126-7909392670989,MEIA DISNEY KM MICKEY,,,,
KEEP_NO_EAN,0126-7909392670606,MEIA DISNEY KU MICKEY,,,,
KEEP_NO_EAN,0126-7909392670286,MEIA DISNEY KU STITCH,,,,
KEEP_NO_EAN,0126-7909392997581,MEIA DISNEY KU DIVERT. FILME,,,,
KEEP_NO_EAN,0126-7909392671337,MEIA SPIDER MAN KM,,,,
KEEP_NO_EAN,0126-7891186043157,MEIA LUPO AM FUTEBOL,,,,
KEEP_NO_EAN,0126-7909392206140,MEIA LUPO KM FUTEBOL,,,,
KEEP_NO_EAN,0126-7909392995037,MEIA LUPO AM SPORT BASICA,,,,
KEEP_NO_EAN,0126-7909392655030,MEIA LUPO AU FITNESS BIKE,,,,
KEEP_NO_EAN,0126-7909392362464,MEIA LUPO AF SAP. PILATES,,,,
KEEP_NO_EAN,0126-7909392654705,MEIA LUPO AM SPORT,,,,
KEEP_NO_EAN,0126-7909392376287,MEIA LUPO AU DRY FIT,,,,
KEEP_NO_EAN,0126-7909392363232,MEIA LUPO AF PILATES,,,,
KEEP_NO_EAN,0126-7891186818335,CANELITO LUPO AU COMPRESSAO,,,,
KEEP_NO_EAN,0126-7891186196662,MANGUITO LUPO AU UV UNISSEX,,,,
KEEP_NO_EAN,0126-7909392576595,MEIA 3/4 LUPO AM PERFORMANCE,,,,
KEEP_NO_EAN,0126-7909392461211,MEIA LUPO AU RUNNING DRY,,,,
KEEP_NO_EAN,0126-7909392867785,MEIA LUPO AU RUNNING FITNESS,,,,
KEEP_NO_EAN,0126-7909943601363,U01FB042-CHUTEIRA FUTSAL UMBRO PRO 5 BUMP CLUB-PTO/LRJ/AZL-163-TAM:41,,,,
KEEP_NO_EAN,0126-7909943601370,U01FB042-CHUTEIRA FUTSAL UMBRO PRO 5 BUMP CLUB-PTO/LRJ/AZL-163-TAM:42,,,,
KEEP_NO_EAN,0126-7909943601387,U01FB042-CHUTEIRA FUTSAL UMBRO PRO 5 BUMP CLUB-PTO/LRJ/AZL-163-TAM:43,,,,
KEEP_NO_EAN,0126-7909943601394,U01FB042-CHUTEIRA FUTSAL UMBRO PRO 5 BUMP CLUB-PTO/LRJ/AZL-163-TAM:44,,,,
KEEP_NO_EAN,0126-7909943914272,U01FB042-CHUTEIRA FUTSAL UMBRO PRO 5 BUMP CLUB-AZL/BCO-332-TAM:40,,,,
KEEP_NO_EAN,0126-7909943914289,U01FB042-CHUTEIRA FUTSAL UMBRO PRO 5 BUMP CLUB-AZL/BCO-332-TAM:41,,,,
KEEP_NO_EAN,0126-7909943914296,U01FB042-CHUTEIRA FUTSAL UMBRO PRO 5 BUMP CLUB-AZL/BCO-332-TAM:42,,,,
KEEP_NO_EAN,0126-7909943914302,U01FB042-CHUTEIRA FUTSAL UMBRO PRO 5 BUMP CLUB-AZL/BCO-332-TAM:43,,,,
KEEP_NO_EAN,0126-7909943914890,U01FB041-CHUTEIRA FUTSAL UMBRO PRO 5 BUMP-AZL/BCO-332-TAM:38,,,,
KEEP_NO_EAN,0126-7909943914906,U01FB041-CHUTEIRA FUTSAL UMBRO PRO 5 BUMP-AZL/BCO-332-TAM:39,,,,
KEEP_NO_EAN,0126-7909943914883,U01FB041-CHUTEIRA FUTSAL UMBRO PRO 5 BUMP-AZL/BCO-332-TAM:37,,,,
KEEP_NO_EAN,0126-7909943914913,U01FB041-CHUTEIRA FUTSAL UMBRO PRO 5 BUMP-AZL/BCO-332-TAM:40,,,,
KEEP_NO_EAN,0126-7909943914920,U01FB041-CHUTEIRA FUTSAL UMBRO PRO 5 BUMP-AZL/BCO-332-TAM:41,,,,
KEEP_NO_EAN,0126-7909943914937,U01FB041-CHUTEIRA FUTSAL UMBRO PRO 5 BUMP-AZL/BCO-332-TAM:42,,,,
KEEP_NO_EAN,0126-7909943914944,U01FB041-CHUTEIRA FUTSAL UMBRO PRO 5 BUMP-AZL/BCO-332-TAM:43,,,,
KEEP_NO_EAN,0126-7909943914951,U01FB041-CHUTEIRA FUTSAL UMBRO PRO 5 BUMP-AZL/BCO-332-TAM:44,,,,
WOULD_DELETE,0126-7909538581353,CAM TOPPER ARBITRO CLASSIC - LIME -,7909538581353,0113-7909538581346,A DEFINIR,
WOULD_DELETE,0126-7909538424599,CALCA TOPPER CLASSIC NEW - PRETO -,7909538424599,0113-7909538424599,A DEFINIR,
WOULD_DELETE,0126-7909538582459,CALCA TOPPER CLASSIC NEW - MARINHO -,7909538582459,0113-7909538582459,A DEFINIR,
WOULD_DELETE,0126-7909538422977,CAM TOPPER CLASSIC NEW - PRETO -,7909538422977,0113-7909538422977,A DEFINIR,
WOULD_DELETE,0126-7909538422854,CAM TOPPER CLASSIC NEW - BRANCO -,7909538422854,0113-7909538422854,A DEFINIR,
WOULD_DELETE,0126-7909538422793,CAM TOPPER CLASSIC NEW - VERMELHO NEW -,7909538422793,0113-7909538422793,A DEFINIR,
WOULD_DELETE,0126-7909538422915,CAM TOPPER CLASSIC NEW - AZUL MARINHO -,7909538422915,0113-7909538422915,A DEFINIR,
WOULD_DELETE,0126-7909538648094,CAM TOPPER CLASSIC NEW - BORDO -,7909538648094,0113-7909538648094,A DEFINIR,
WOULD_DELETE,0126-7909538423332,CAM TOPPER ARBITRO CLASSIC - PRETO -,7909538423332,0113-7909538423332,A DEFINIR,
WOULD_DELETE,0126-7909538425732,BERMUDA TOPPER TERMICA COM ELASTANO NEW - PRETO -,7909538425732,0113-7909538425732,A DEFINIR,
KEEP_UNIQUE_EAN,0126-8053840251936,PREMIER ROAD ULTRA,8053840251851,,,
KEEP_NO_EAN,0126-4946,TENIS UA UA TRIBASE REPS 2 BKJGRY,,,,
KEEP_NO_EAN,0126-4952,TENIS UA UA TRIBASE REPS 2 WHTMPG,,,,
KEEP_NO_EAN,0126-4958,TENIS UA UA BUZZER 2 PGNHYG,,,,
KEEP_NO_EAN,0126-4964,TENIS UA UA BANKSHOT SE PUBKWH,,,,
KEEP_NO_EAN,0126-7891186075219,MEIA LUPO AU SPORT KIT3,,,,
KEEP_NO_EAN,0126-7909392376249,MEIA LUPO AF SPORT KIT3,,,,
KEEP_NO_EAN,0126-7909392552322,MEIA LUPO AM SPORT KIT3,,,,
KEEP_NO_EAN,0126-4992,TENIS UA UA CH.SLIGHT 3 SCYGYM,,,,
KEEP_NO_EAN,0126-4994,TENIS UA UA CH.WING 2 MGFOMN,,,,
KEEP_NO_EAN,0126-4977,TENIS UA UA CH.SLIGHT 3 BKMTCS,,,,
KEEP_NO_EAN,0126-4983,TENIS UA UA CH.SLIGHT 3 PUPLGP,,,,
KEEP_NO_EAN,0126-4998,CAMISETA M NK DF PARK VII JS SP25,,,,
KEEP_NO_EAN,0126-5000,CAMISETA M NK DF ACD25 SP25,,,,
KEEP_NO_EAN,0126-5001,CAMISETA NK DF PARK VII MASCULINA SU25,,,,
KEEP_NO_EAN,0126-5002,CAMISETA K NK DF ACD25 SP25,,,,
KEEP_NO_EAN,0126-5003,TOP Y NK DF ACD25 SP25,,,,
KEEP_NO_EAN,0126-5004,CAMISETA M NK DF HBR NOVELTY SP25,,,,
KEEP_NO_EAN,0126-5006,REGATA M NK DF TEE RLGD SL R SP25,,,,
KEEP_NO_EAN,0126-5008,CAMISETA M NK DF IYKYK FITNESS SP25,,,,
KEEP_NO_EAN,0126-5010,CHUTEIRA NIKE BECO 2 IC MASCULINO SP25,,,,
KEEP_NO_EAN,0126-5011,CHUTEIRA NIKE BECO 2 TF UNISSEX SP25,,,,
WOULD_DELETE,0126-7894929259488,TENIS CALCADOS ESPORTIVO MIZ WAVE STRATOS 3 STNDLA,7894929259488,0117-7894929259488,A DEFINIR,
WOULD_DELETE,0126-7891475360446,MACACAO COR: 084 (PEROLA) TAM:,7891475360446,2390-7891475360446,Body for Sure,
WOULD_DELETE,0126-7891475360484,CALCA LEGGING COR: 092 (AZUL CEU) TAM:,7891475360484,2390-7891475360484,Body for Sure,
WOULD_DELETE,0126-7891475284520,TOP COR: 402 (CHIC RED) TAM:,7891475361047,2390-7891475284520,Body for Sure,
WOULD_DELETE,0126-7891475361108,CALCA LEGGING COR: 402 (CHIC RED) TAM:,7891475361108,2390-7891475361108,Body for Sure,
WOULD_DELETE,0126-7891475283240,BERMUDA COR: 402 (CHIC RED) TAM:,7891475283240,2390-7891475283240,Body for Sure,
KEEP_UNIQUE_EAN,0126-7891475361184,TOP COR: 201 (CROCO) TAM:,7891475293737,,,
KEEP_UNIQUE_EAN,0126-7891475361795,TOP COR: 311 (MARINHO) TAM:,7891475360224,,,
KEEP_UNIQUE_EAN,0126-7891475268650,CALCA LEGGING COR: 311 (MARINHO) TAM:,7891475283233,,,
KEEP_UNIQUE_EAN,0126-7891475362129,SHORT COR: 311 (MARINHO) TAM:,7891475360309,,,
KEEP_UNIQUE_EAN,0126-7891475364208,TOP COR: 077 (PRETO) TAM:,7890403365362,,,
KEEP_UNIQUE_EAN,0126-7891475283028,CALCA LEGGING COR: 077 (PRETO) TAM:,7891475364406,,,
WOULD_DELETE,0126-7891475283219,BERMUDA COR: 077 (PRETO) TAM:,7890403293924,2390-7890403317484,Body for Sure,
WOULD_DELETE,0126-7891475364598,TOP COR: 911 (CINZA) TAM:,7891475285152,2390-7891475364598,Body for Sure,
WOULD_DELETE,0126-7891475364857,CALCA LEGGING COR: 911 (CINZA) TAM:,7891475364857,2390-7891475364857,Body for Sure,
WOULD_DELETE,0126-7891475365007,BERMUDA COR: 911 (CINZA) TAM:,7891475365007,2390-7891475365007,Body for Sure,
KEEP_UNIQUE_EAN,0126-7891475368299,CALCA LEGGING COR: 201 (CROCO) TAM:,7891475352908,,,
WOULD_DELETE,0126-7891475360392,TOP COR: 092 (AZUL CEU) TAM:,7891475360392,2390-7891475360392,Body for Sure,
WOULD_DELETE,0126-7891475361276,BERMUDA COR: 201 (CROCO) TAM:,7891475361276,2390-7891475361276,Body for Sure,
KEEP_UNIQUE_EAN,0126-7891475291887,SHORT COR: 077 (PRETO) TAM:,7891475262917,,,
WOULD_DELETE,0126-7891475373712,SHORT COR: 320 (MARINHO) TAM:,7891475373712,2390-7891475373712,Body for Sure,
WOULD_DELETE,0126-7891475293669,SHORT COR: 201 (CROCO) TAM:,7891475293805,2390-7891475293669,Body for Sure,
WOULD_DELETE,0126-7890403468247,CALCA LEGGING COR: 320 (MARINHO) TAM:,7891475169629,2390-7890403468247,Body for Sure,
WOULD_DELETE,0126-7890403468414,BERMUDA COR: 320 (MARINHO) TAM:,7890403468414,2390-7890403468414,Body for Sure,
WOULD_DELETE,0126-7891475171967,TOP COR: 320 (MARINHO) TAM:,7890403467905,2390-7891475171967,Body for Sure,
WOULD_DELETE,0126-7890403138812,CROPPED COR: 000 (BRANCO) TAM:,7890403138812,2390-7890403138812,Body for Sure,
WOULD_DELETE,0126-7891475359228,CALCA LEGGING COR: 137 (MARROM BODY) TAM:,7891475359228,2390-7891475359228,Body for Sure,
WOULD_DELETE,0126-7891475258804,REGATA COR: 077 (PRETO) TAM:,7890403146756,2390-7891475258804,Body for Sure,
WOULD_DELETE,0126-7891475285336,TOP COR: 135 (CARMIM BODY) TAM:,7891475285336,2390-7891475285336,Body for Sure,
WOULD_DELETE,0126-7891475360194,CALCA LEGGING COR: 135 (CARMIM BODY) TAM:,7891475360194,2390-7891475360194,Body for Sure,
KEEP_UNIQUE_EAN,0126-7891475351888,MACAQUINHO COR: 311 (MARINHO) TAM:,7891475351888,,,
WOULD_DELETE,0126-7891475359167,TOP COR: 137 (MARROM BODY) TAM:,7891475359150,2390-7891475359167,Body for Sure,
