action,sku,name,ean,originalSku,originalBrand,error
KEEP_NO_EAN,0126-6515,GLIDE-STEP ALTUS,,,,
KEEP_NO_EAN,0126-6389,BOBS INFINITY - VAPOR RICH,,,,
KEEP_NO_EAN,0126-6394,GO WALK FLEX,,,,
KEEP_NO_EAN,0126-6491,EDGERIDE - CADER,,,,
KEEP_NO_EAN,0126-6453,GO RUN CONSISTENT 2.0,,,,
KEEP_NO_EAN,0126-6525,EDGERIDE - RAYGO,,,,
KEEP_NO_EAN,0126-6474,MAX CUSHIONING ELITE 2.0,,,,
KEEP_NO_EAN,0126-6436,GO RUN RAZOR 5,,,,
KEEP_NO_EAN,0126-7909943860913,F11L01641-CAMISETA MASC. FILA COMFORT CLASSIC-CRM-1350-TAM:M,,,,
WOULD_DELETE,0126-7909943929894,CASACO FILA UNISEX FCOMFORT SPORT CLUB-PRE/CAST TAM,7909943929894,F11L01791,FILA,
KEEP_NO_EAN,0126-7909943733606,F11L01641-CAMISETA MASC. FILA COMFORT CLASSIC-BCO-100-TAM:P,,,,
KEEP_NO_EAN,0126-7909943772414,F11L01716-CAMISETA MASC. FILA REGULAR ESSENTIAL EVERYDAY-OFF -3538-TAM:GG,,,,
KEEP_NO_EAN,0126-7909943929870,F11L01791-CASACO UNISEX FILA COMFORT SPORT CLUB-OFWH/VERD-3709-TAM:G,,,,
KEEP_NO_EAN,0126-7909943772384,F11L01716-CAMISETA MASC. FILA REGULAR ESSENTIAL EVERYDAY-OFF -3538-TAM:P,,,,
KEEP_NO_EAN,0126-7909943817009,F12L01739-SHORTS FEM. FILA COMFORT SOFT II-CAST-3540-TAM:G,,,,
KEEP_NO_EAN,0126-7909943772391,F11L01716-CAMISETA MASC. FILA REGULAR ESSENTIAL EVERYDAY-OFF -3538-TAM:M,,,,
KEEP_NO_EAN,0126-7909943929863,F11L01791-CASACO UNISEX FILA COMFORT SPORT CLUB-OFWH/VERD-3709-TAM:M,,,,
KEEP_NO_EAN,0126-7909943733637,F11L01641-CAMISETA MASC. FILA COMFORT CLASSIC-BCO-100-TAM:GG,,,,
KEEP_NO_EAN,0126-7909943772407,F11L01716-CAMISETA MASC. FILA REGULAR ESSENTIAL EVERYDAY-OFF -3538-TAM:G,,,,
KEEP_NO_EAN,0126-7909943860920,F11L01641-CAMISETA MASC. FILA COMFORT CLASSIC-CRM-1350-TAM:G,,,,
KEEP_NO_EAN,0126-7909943816996,F12L01739-SHORTS FEM. FILA COMFORT SOFT II-CAST-3540-TAM:M,,,,
KEEP_NO_EAN,0126-7909943860937,F11L01641-CAMISETA MASC. FILA COMFORT CLASSIC-CRM-1350-TAM:GG,,,,
KEEP_NO_EAN,0126-7909943733620,F11L01641-CAMISETA MASC. FILA COMFORT CLASSIC-BCO-100-TAM:G,,,,
KEEP_NO_EAN,0126-7909943733613,F11L01641-CAMISETA MASC. FILA COMFORT CLASSIC-BCO-100-TAM:M,,,,
KEEP_NO_EAN,0126-7909943929887,F11L01791-CASACO UNISEX FILA COMFORT SPORT CLUB-OFWH/VERD-3709-TAM:GG,,,,
WOULD_DELETE,0126-7893659805651,TENIS OLYMPIKUS RITMO ARTPTO,7893659805651,0117-7893659805644,A DEFINIR,
KEEP_NO_EAN,0126-7790085476496,BOLA DE VOLEI ROYAL 3 BRANCO AZUL VERMELHO/NRO 5,,,,
KEEP_NO_EAN,0126-7790085483401,BOLA FUTEBOL ZIG GENERATION BEACH REEBOK LARANFLAZ/NRO 5,,,,
KEEP_UNIQUE_EAN,0126-7790085476632,LUVAS DE FUTEBOL ROYAL 3 BRANCO AZUL VERMELHO/TAMANHO,7790085476632,,,
KEEP_UNIQUE_EAN,0126-7790085476359,CANELEIRAS DE FUTEBOL KICK BRANCO FUCCIA AZUL CLARO/TAMANHO,7790085476359,,,
KEEP_UNIQUE_EAN,0126-7790085476427,CANELEIRAS DE FUTEBOL ROYAL 3 BRANCO AZUL VERMELHO/TAMANHO,7790085476427,,,
KEEP_NO_EAN,0126-7790085483449,BOLA FUTEBOL ROYAL 3 LAMINADA REEBOK BRANAZFRAN/NRO 5,,,,
KEEP_NO_EAN,0126-7790085491307,BOLA FUTEBOL Z-GO REEBOK BRANCO TUR FUC/NRO 5,,,,
KEEP_NO_EAN,0126-7790085476304,BOLA FUTEBOL KICK BRANCO FUCCIA AZUL CLARO/NRO 5,,,,
KEEP_NO_EAN,0126-7790085480851,BOLA DE BASQUETE ZIG GENERATION PRETO FUCCIA AZUL CLARO/NRO 5,,,,
KEEP_UNIQUE_EAN,0126-7790085476533,LUVAS DE FUTEBOL KICK PRETO FUCCIA AZUL CLARO/TAMANHO,7790085476533,,,
KEEP_NO_EAN,0126-7790085476298,BOLA FUTEBOL ROYAL 3 BRANCO AZUL VERMELHO/NRO 5,,,,
KEEP_NO_EAN,0126-7790085476649,LUVAS DE FUTEBOL ROYAL 3 BRANCO AZUL VERMELHO/TAMANHO10,,,,
KEEP_NO_EAN,0126-7790085476540,LUVAS DE FUTEBOL KICK PRETO FUCCIA AZUL CLARO/TAMANHO10,,,,
KEEP_NO_EAN,0126-7790085491321,BOLA FUTEBOL Z-GO REEBOK AMARELO AZUL ROXO/NRO 5,,,,
KEEP_NO_EAN,0126-7790085491390,DEPOSITO VERTICAL REEBOK AZ OSCURO/UNICO,,,,
KEEP_NO_EAN,0126-7790085483388,BOLA VOLEY ZIG GENERATION BEACH REEBOK BRANCO / TURQUESA/NRO 5,,,,
KEEP_NO_EAN,0126-7790085476472,BOLA DE BASQUETE ZIG GENERATION PRETO FUCCIA AZUL CLARO/NRO 7,,,,
KEEP_NO_EAN,0126-7790085476502,BOLA DE VOLEI ZIG GENERATION BRANCO FUCCIA AZUL CLARO/NRO 5,,,,
KEEP_NO_EAN,0126-7790085480837,BOLA DE BASQUETE ROYAL 3 NAVY-VERMELHO-BRANCO/NRO 5,,,,
KEEP_NO_EAN,0126-4099803237948,BOLA SOCIETY UHLSPORT LOW KICK (VML/AML),,,,
KEEP_NO_EAN,0126-7908963901477,KIT CALIBRADOR CANETA (6UNI) UHLSPORT,,,,
KEEP_NO_EAN,0126-7908394106649,BOLA CAMPO UHLSPORT MATCH R1 (PTO/VML),,,,
KEEP_NO_EAN,0126-4099803237931,BOLA CAMPO UHLSPORT PRO LIGUE (BCO/PTO/AML),,,,
KEEP_NO_EAN,0126-6603,MINI BOLA BASQUETE SPALDEEN CAMUFLADA (VDE),,,,
KEEP_NO_EAN,0126-6602,MINI BOLA BASQUETE SPALDEEN (LARANJA),,,,
WOULD_DELETE,0126-7908394106861,BOLA DE FUTSAL UHLSPORT AEROTRACK SUB- 11,7908394106861,0185-7908394106861,A DEFINIR,
KEEP_NO_EAN,0126-7898967489173,BOMBA DE AR UHLSPORT ACAO (CNZ),,,,
WOULD_DELETE,0126-7908394106878,BOLA DE FUTSAL UHLSPORT AEROTRACK SUB-9,7908394106878,0185-7908394106878,A DEFINIR,
KEEP_NO_EAN,0126-7898967489166,BOMBA DE AR UHLSPORT DUPLA ACAO (TRSP),,,,
KEEP_NO_EAN,0126-7908394106823,BOLA CAMPO UHLSPORT SQUAD TAM 3 (AML/PTO/LRJ),,,,
KEEP_NO_EAN,0126-7908963901514,KIT APITO UHLSPORT COM CORDAO (6UNI) (PRT/PTO),,,,
WOULD_DELETE,0126-7909434881045,350007 TENIS COURO 61 EMERGENTE PTO CINZA ESC SILVER ESSENCIAL,7909434881045,0190-7909434880987,A DEFINIR,
WOULD_DELETE,0126-7909434887047,350024 TENIS COURO 62 ARQUITETONICO PRT LARANJA BRANCO ESSENCIAL,7909434887047,0190-7909434887030,A DEFINIR,
KEEP_NO_EAN,0126-6614,TENIS NK FREE METCON 6 MASCULINO SU25,,,,
KEEP_NO_EAN,0126-6615,TENIS NIKE FREE METCON 6 SP25,,,,
KEEP_NO_EAN,0126-6613,TENIS NK ZOOM FLY 6 FEMININO SU25,,,,
WOULD_DELETE,0126-7909300625551,VESTIDO FITNESS ALCAS FINAS COM VIVO CONTRASTANTE - BICOLOR PRETO E OFF WHITE NATA -,7909300625551,0130-7909300625537,Hope Resort,
WOULD_DELETE,0126-7909300625483,TOP ALCAS LARGAS COM VIVO CONTRASTANTE - BICOLOR PRETO E OFF WHITE NATA -,7909300625483,0130-7909300625476,Hope Resort,
WOULD_DELETE,0126-7909300626749,JAQUETA KIM - PRETO -,7909300626749,0130-7909300626732,Hope Resort,
WOULD_DELETE,0126-7909300625414,MACAQUINHO FITNESS ALCAS FINAS COM VIVO CONTRASTANTE - BICOLOR PRETO E OFF WHITE NATA -,7909300625414,0130-7909300625414,Hope Resort,
WOULD_DELETE,0126-7909300625506,CALCA LEGGING COS EM V COM VIVO CONTRASTANTE - BICOLOR PRETO E OFF WHITE NATA -,7909300625506,0130-7909300625506,Hope Resort,
KEEP_NO_EAN,0126-4067904397861,REF: JI4477 - TENIS ADIZERO BOSTON 12 39/42 1221,,,,
WOULD_DELETE,0126-7890171545201,TOP ETERNO LISO COSTAS DECOTADA VERMELHO ENERGIA,7890171545201,0102-7890171545218,Alto Giro,
WOULD_DELETE,0126-7890171541418,TOP ELASTICO PERSONALIZADO ALTO GIRO BEGE SUAVE,7890171541418,0102-7890171541425,Alto Giro,
WOULD_DELETE,0126-7890171545133,TOP ETERNO COSTAS DECOTADAS LARANJA QUEIMADO,7890171545133,0102-7890171545133,Alto Giro,
KEEP_NO_EAN,0126-6268,TOP COSTAS NADADOR ESSENTIALS OFF WHITE,,,,
WOULD_DELETE,0126-7890171545102,SHORTS ETERNO COS ALTO LARANJA QUEIMADO,7890171545102,0102-7890171545102,Alto Giro,
WOULD_DELETE,0126-7890171544884,TOP ELASTICO PERSONALIZADO ALTO GIRO BRANCO OPTICO,7890171544884,0102-7890171544884,Alto Giro,
WOULD_DELETE,0126-7890171554876,BERMUDA BARRA COM SILICONE E BOLSOS ROXO VELVET,7890171554876,0102-7890171554876,Alto Giro,
WOULD_DELETE,0126-7890171554265,BERMUDA BARRA COM SILICONE E BOLSOS VERMELHO TINTO,7890171554265,0102-7890171554272,Alto Giro,
WOULD_DELETE,0126-7890171540718,LEGGING BOLSOS LATERAIS COM LAPELA CINZA SUAVE,7890171540718,0102-7890171540718,Alto Giro,
WOULD_DELETE,0126-7890171543382,BERMUDA ESSENTIALS PRETO,7890171543382,0102-7890171543405,Alto Giro,
WOULD_DELETE,0126-7890171539521,BERMUDA ESSENTIALS VERMELHO TINTO,7890171539521,0102-7890171539545,Alto Giro,
WOULD_DELETE,0126-7890171542439,TOP ELASTICO PERSONALIZADO ALTO GIRO VERMELHO TINTO,7890171542439,0102-7890171542477,Alto Giro,
WOULD_DELETE,0126-7890171543610,LEGGING ESSENTIALS PRETO,7890171543610,0102-7890171543627,Alto Giro,
WOULD_DELETE,0126-7890171069028,REGATA ETERNA GOLA REDONDA PRETO,7890171069028,0102-7890171069028,Alto Giro,
WOULD_DELETE,0126-7890171536636,TOP ALCAS FINAS ELASTICO PERSONALIZADO CINZA SUAVE,7890171536636,0102-7890171536636,Alto Giro,
WOULD_DELETE,0126-7890171142684,REGATA ETERNA GOLA REDONDA BRANCO OPTICO,7890171142684,0102-7890171162071,Alto Giro,
KEEP_NO_EAN,0126-6258,TOP COSTAS NADADOR ESSENTIALS VERMELHO TINTO,,,,
WOULD_DELETE,0126-7890171554234,LEGGING ELASTICO PERSONALIZADO ALTO GIRO BEGE SUAVE,7890171554234,0102-7890171554234,Alto Giro,
WOULD_DELETE,0126-7890171554821,T-SHIRT ETERNA GOLA REDONDA VERMELHO ENERGIA,7890171554821,0102-7890171554838,Alto Giro,
WOULD_DELETE,0126-7890171546789,LEGGING ETERNA COS SUSTENTACAO ROSA ESCURO,7890171546789,0102-7890171546796,Alto Giro,
KEEP_NO_EAN,0126-7890171441329,BOLSA TERMICA ALTO GIRO ESSENTIAL PRETO UN,,,,
WOULD_DELETE,0126-7890171556030,T-SHIRT ETERNA GOLA REDONDA ROSA ESCURO,7890171556030,0102-7890171556016,Alto Giro,
WOULD_DELETE,0126-7890171536872,BERMUDA ESSENTIALS OFF WHITE,7890171536872,0102-7890171536889,Alto Giro,
WOULD_DELETE,0126-7890171565902,LEGGING ALTO GIRO SPORT AZUL OTIMISTA,7890171565902,0102-7890171565902,Alto Giro,
WOULD_DELETE,0126-7890171556375,SHORTS ETERNO COS ALTO AZUL OTIMISTA,7890171556375,0102-7890171556399,Alto Giro,
WOULD_DELETE,0126-7890171545768,TOP ETERNO COSTAS DECOTADAS VERDE VIBRANTE,7890171545768,0102-7890171545768,Alto Giro,
WOULD_DELETE,0126-7890171555101,SHORTS ETERNO COS ALTO VERDE VIBRANTE,7890171555101,0102-7890171555101,Alto Giro,
WOULD_DELETE,0126-7890171536384,LEGGING RECORTES ALTO GIRO VERMELHO ROMA,7890171536384,0102-7890171536384,Alto Giro,
WOULD_DELETE,0126-7890171555200,T-SHIRT ETERNA GOLA REDONDA AZUL OTIMISTA,7890171555200,0102-7890171555217,Alto Giro,
WOULD_DELETE,0126-7890171536902,LEGGING ESSENTIALS OFF WHITE,7890171536902,0102-7890171536902,Alto Giro,
WOULD_DELETE,0126-7890171539477,BERMUDA ESSENTIALS ROXO VELVET,7890171539477,0102-7890171539491,Alto Giro,
KEEP_NO_EAN,0126-6264,TOP COSTAS NADADOR ESSENTIALS PRETO,,,,
WOULD_DELETE,0126-7890171538487,MACACAO CURTO ALTO GIRO CINZA SUAVE,7890171538487,0102-7890171538487,Alto Giro,
WOULD_DELETE,0126-7890171554975,LEGGING ESSENTIALS ROXO VELVET,7890171554975,0102-7890171554999,Alto Giro,
WOULD_DELETE,0126-7890171553671,MACACAO CURTO ALTO GIRO PRETO,7890171553671,0102-7890171553688,Alto Giro,
WOULD_DELETE,0126-7890171556917,BERMUDA BOLSOS LATERAIS COM LAPELA CINZA SUAVE,7890171556917,0102-7890171556900,Alto Giro,
WOULD_DELETE,0126-7890171556986,LEGGING BOLSOS LATERAIS COM LAPELA PRETO,7890171556986,0102-7890171548684,Alto Giro,
WOULD_DELETE,0126-7890171551714,TOP ETERNO LISO AZUL OTIMISTA,7890171551714,0102-7890171551721,Alto Giro,
KEEP_NO_EAN,0126-7890171469064,BOLSA TOTE ALTO GIRO PRETO UN,,,,
WOULD_DELETE,0126-7890171542002,LEGGING ESSENTIALS VERMELHO TINTO,7890171542002,0102-7890171542026,Alto Giro,
WOULD_DELETE,0126-7890171547816,TOP ALCAS FINAS ELASTICO PERSONALIZADO PRETO,7890171547816,0102-7890171547830,Alto Giro,
WOULD_DELETE,0126-7890171543665,LEGGING ELASTICO PERSONALIZADO ALTO GIRO PRETO,7890171543665,0102-7890171543689,Alto Giro,
WOULD_DELETE,0126-7890171478615,SHORTS SOBREPOSTO ETERNO BRANCO,7890171478615,0102-7890171478608,Alto Giro,
WOULD_DELETE,0126-7890171163320,T-SHIRT ETERNA GOLA REDONDA BRANCO OPTICO,7890171163320,0102-7890171163313,Alto Giro,
WOULD_DELETE,0126-7890171546826,TOP ETERNO COSTAS DECOTADAS ROSA ESCURO,7890171546826,0102-7890171546833,Alto Giro,
WOULD_DELETE,0126-7890171552094,T-SHIRT CROPPED SIMBOLO AZUL OTIMISTA,7890171552094,0102-7890171552094,Alto Giro,
KEEP_NO_EAN,0126-7890171569870,GARRAFA TERMICA CAPA EMBORRACHADA 750ML BEGE LIGHT UN,,,,
WOULD_DELETE,0126-7890171478578,SHORTS SOBREPOSTO ETERNO PRETO,7890171478578,0102-7890171468777,Alto Giro,
WOULD_DELETE,0126-7890171542446,TOP ELASTICO PERSONALIZADO ALTO GIRO AZUL OTIMISTA,7890171542446,0102-7890171542446,Alto Giro,
WOULD_DELETE,0126-7890171069882,T-SHIRT ETERNA GOLA REDONDA PRETO,7890171069882,0102-7890171067062,Alto Giro,
WOULD_DELETE,0126-7890171551455,TOP ETERNO COSTAS DECOTADA BRANCO OPTICO,7890171551455,0102-7890171551479,Alto Giro,
WOULD_DELETE,0126-7890171202388,LEGGING ETERNA COS SUSTENTACAO PRETO,7890171202388,0102-7890171202388,Alto Giro,
WOULD_DELETE,0126-7890171542095,LEGGING ELASTICO PERSONALIZADO ALTO GIRO VERMELHO TINTO,7890171542095,0102-7890171554227,Alto Giro,
WOULD_DELETE,0126-7890171551134,BERMUDA BARRA COM SILICONE E BOLSOS PRETO,7890171551134,0102-7890171551158,Alto Giro,
WOULD_DELETE,0126-7890171546000,SHORTS ETERNO COS ALTO VERMELHO ENERGIA,7890171546000,0102-7890171546017,Alto Giro,
WOULD_DELETE,0126-7890171560075,REGATA CAVA COM ELASTICO PERSONALIZADO VERMELHO ENERGIA,7890171560075,0102-7890171560082,Alto Giro,
WOULD_DELETE,0126-7890171534519,TOP ELASTICO PERSONALIZADO ALTO GIRO PRETO,7890171534519,0102-7890171534526,Alto Giro,
KEEP_NO_EAN,0126-7890171566374,BOLSA TOTE BOLSO FRENTE VERMELHO TINTO UN,,,,
WOULD_DELETE,0126-7890171533475,REGATA ALONGADA LATERAIS AJUSTAVEIS VERMELHO ROMA,7890171533475,0102-7890171533482,Alto Giro,
KEEP_NO_EAN,0126-6263,TOP COSTAS NADADOR ESSENTIALS ROXO VELVET,,,,
WOULD_DELETE,0126-7890171551318,LEGGING ELASTICO PERSONALIZADO ALTO GIRO BRANCO OPTICO,7890171551318,0102-7890171551325,Alto Giro,
WOULD_DELETE,0126-7890171557341,LEGGING COS ELASTICOS PERSONALIZADO VERMELHO ENERGIA,7890171557341,0102-7890171557358,Alto Giro,
WOULD_DELETE,0126-7890171533567,BERMUDA BOLSOS LATERAIS COM LAPELA PRETO,7890171533567,0102-7890171557648,Alto Giro,
KEEP_NO_EAN,0126-7890171566404,BOLSA TERMICA RETANGULAR ALTO GIRO PRETO UN,,,,
WOULD_DELETE,0126-7890171545324,TOP COSTAS ANATOMICA ALTO GIRO VERMELHO ROMA,7890171545324,0102-7890171537091,Alto Giro,
KEEP_NO_EAN,0126-7890171569887,GARRAFA TERMICA COM IMA 700ML PRETO UN,,,,
WOULD_DELETE,0126-7890171558027,T-SHIRT ETERNA GOLA REDONDA AZUL PASTEL,7890171558027,0102-7890171558027,Alto Giro,
WOULD_DELETE,0126-7890171382356,TOP ETERNO COSTAS DECOTADA PRETO,7890171382356,0102-7890171385876,Alto Giro,
KEEP_NO_EAN,0126-7890171551806,HEADBAND 6;5CM ALTO GIRO BRANCO UN,,,,
KEEP_NO_EAN,0126-7890171543160,HEADBAND 6;5CM ALTO GIRO PRETO UN,,,,
KEEP_NO_EAN,0126-7908440893073,CL0069NWSC99P-MEIA CL 3K CM 1/2 TOALHA 35 A 38 BLACK/WH,,,,
KEEP_NO_EAN,0126-7908440893066,CL0069NWSCVRP-MEIA CL 3K CM 1/2 TOALHA 35 A 38 ASSORTMENT,,,,
KEEP_NO_EAN,0126-7908440893141,RN0108NMSC06M-MEIA PERFORMANCE INV 39 A 42 WHITE/STEELY,,,,
KEEP_NO_EAN,0126-7908440893080,CL0070NMSC00M MEIA CL 3K INV 1/2 TOALHA 39 A 42 WHITE/GR,,,,
KEEP_NO_EAN,0126-7908440893042,CL0069NMSC99M-MEIA CL 3K CM 1/2 TOALHA 39 A 42  BLACK/WH,,,,
KEEP_NO_EAN,0126-7908440893103,CL0070NMSC99M-MEIA CL 3K INV 1/2 TOALHA 39 A 42 BLACK/GR,,,,
KEEP_NO_EAN,0126-7908440893028,CL0069NMSC00M-MEIA CL 3K CM 1/2 TOALHA 39 A  42 WHITE/BK,,,,
KEEP_NO_EAN,0126-7908425142783,TENIS MARESIA FOREST CINZA/BRANCO,,,,
KEEP_NO_EAN,0126-7908425138175,TENIS MARESIA CHILLI SLIM PRETO/BRANCO,,,,
KEEP_NO_EAN,0126-7908425143612,TENIS MARESIA HALF CAF�/PALHA,,,,
KEEP_NO_EAN,0126-7908425138755,TENIS MARESIA FLAT SLIM PRETO/CARAMELO,,,,
KEEP_NO_EAN,0126-6671,CHUTEIRA SALAO,,,,
KEEP_NO_EAN,0126-6673,CHUTEIRA GRAMADO,,,,
KEEP_NO_EAN,0126-6672,CHUTEIRA SOCIETY,,,,
KEEP_NO_EAN,0126-6762,TENIS NK VOMERO 18 MASCULINO SU25,,,,
WOULD_DELETE,0126-7909403816115,1300022304-16 SANDALIA KENNER KIVAH (TIPO TKS) POLIESTER BAUNILHA,7909403816115,0145-7909403816078,A DEFINIR,
WOULD_DELETE,0126-7909403481535,2400011000-1 SANDALIA KENNER NEW SUMMER PVC PRETO/LARANJA,7909403481535,0145-7909403481504,A DEFINIR,
WOULD_DELETE,0126-7909403626493,2400011000-18 SANDALIA KENNER NEW SUMMER PVC BRANCO/PRETO,7909403626493,0145-7909403626486,A DEFINIR,
WOULD_DELETE,0126-7909403481610,2400011000-2 SANDALIA KENNER NEW SUMMER PVC LARANJA K/BRANCO/CRISTAL,7909403481610,0145-7909403481610,A DEFINIR,
WOULD_DELETE,0126-7909403503589,2400011000-11 SANDALIA KENNER NEW SUMMER PVC PRETO,7909403503602,0145-7909403503565,A DEFINIR,
WOULD_DELETE,0126-7909131475028,CHUTEIRA TP08090001 TOPPER DOMINATOR FUSE II KEEPER FSAL ROSA/PRETO/DOURADO,7909131475028,0226-7909131474991,A DEFINIR,
WOULD_DELETE,0126-7909131320663,CHUTEIRA TP04360002 TOPPER DOMINATOR FUSE FSAL AMARELO FLUOR/BRANCO,7909131320663,0226-7909131320656,A DEFINIR,
WOULD_DELETE,0126-7909131382364,CHUTEIRA TP04990005 TOPPER LETRA IV SCTY VERDE/BRANCO/AZUL,7909131382364,0226-7909131382364,A DEFINIR,
WOULD_DELETE,0126-7909131438856,CHUTEIRA TP04990007 TOPPER LETRA IV SCTY BRANCO/CORAL/AMARELO,7909131438856,0226-7909131438818,A DEFINIR,
WOULD_DELETE,0126-7909131392097,CHUTEIRA TP04360004 TOPPER DOMINATOR FUSE FSAL VERDE/MARINHO,7909131392097,0226-7909131392042,A DEFINIR,
WOULD_DELETE,0126-7909131438528,CHUTEIRA TP04990006 TOPPER LETRA IV SCTY PRETO/AZUL/PINK,7909131438528,0226-7909131438511,A DEFINIR,
WOULD_DELETE,0126-7909131438634,CHUTEIRA TP04980006 TOPPER LETRA IV FSAL PRETO/AZUL/PINK,7909131438634,0226-7909131438603,A DEFINIR,
WOULD_DELETE,0126-7909131392028,CHUTEIRA TP04360003 TOPPER DOMINATOR FUSE FSAL PRETO/BRANCO/CORAL,7909131392028,0226-7909131391977,A DEFINIR,
WOULD_DELETE,0126-7909131438719,CHUTEIRA TP04980007 TOPPER LETRA IV FSAL BRANCO/CORAL/AMARELO,7909131438719,0226-7909131438702,A DEFINIR,
WOULD_DELETE,0126-7909131437576,CHUTEIRA TP05460001 TOPPER DOMINATOR FUSE II FSAL BRANCO,7909131437576,0226-7909131437538,A DEFINIR,
WOULD_DELETE,0126-7909131382807,CHUTEIRA TP04980005 TOPPER LETRA IV FSAL VERDE/BRANCO/AZUL,7909131382807,0226-7909131382784,A DEFINIR,
WOULD_DELETE,0126-7909131392837,CHUTEIRA TP05280003 TOPPER MAESTRO CLUB V FSAL BRANCO/VERDE/PRETO,7909131392837,0226-7909131392790,A DEFINIR,
WOULD_DELETE,0126-7909131350004,CHUTEIRA TP05090003 TOPPER DOMINATOR PRO V SCTY VERDE/PRETO/AZUL,7909131350004,0226-7909131349985,A DEFINIR,
WOULD_DELETE,0126-7909131453507,CHUTEIRA TP05280007 TOPPER MAESTRO CLUB V FSAL BRANCO/VERMELHO,7909131453507,0226-7909131453453,A DEFINIR,
WOULD_DELETE,0126-7909131393193,CHUTEIRA TP05290003 TOPPER MAESTRO CLUB V SCTY BRANCO/VERDE/PRETO,7909131393193,0226-7909131393193,A DEFINIR,
WOULD_DELETE,0126-7909131393322,CHUTEIRA TP05290004 TOPPER MAESTRO CLUB V SCTY MARINHO/OURO/BRANCO,7909131393322,0226-7909131393308,A DEFINIR,
WOULD_DELETE,0126-7909131350073,CHUTEIRA TP05080001 TOPPER DOMINATOR PRO V FSAL PRETO/BRANCO/AMARELO,7909131350073,0226-7909131350059,A DEFINIR,
WOULD_DELETE,0126-7909131394671,CHUTEIRA TP05080005 TOPPER DOMINATOR PRO V FSAL BRANCO/AZUL/LARANJA,7909131394671,0226-7909131394664,A DEFINIR,
WOULD_DELETE,0126-7909131350257,CHUTEIRA TP05080003 TOPPER DOMINATOR PRO V FSAL VERDE/PRETO/AZUL,7909131350257,0226-7909131350219,A DEFINIR,
WOULD_DELETE,0126-7909131394770,CHUTEIRA TP05090005 TOPPER DOMINATOR PRO V SCTY BRANCO/AZUL/LARANJA,7909131394770,0226-7909131394749,A DEFINIR,
WOULD_DELETE,0126-7909131453668,CHUTEIRA TP05290007 TOPPER MAESTRO CLUB V SCTY BRANCO/VERMELHO,7909131453668,0226-7909131453644,A DEFINIR,
WOULD_DELETE,0126-7895491354236,TENIS CK12510003 CHUCK TAYLOR ALL STAR AMARELO LIMAO/AZUL SUPERLUA/BRANCO,7895491354236,0750-7895491354199,Converse,
WOULD_DELETE,0126-7895491340581,TENIS CK13030001 CHUCK TAYLOR ALL STAR AZUL/AMENDOA/BRANCO,7895491340581,0750-7895491340543,Converse,
WOULD_DELETE,0126-7895491370946,TENIS CO06260001 PRO BLAZE CLASSIC PRETO/BRANCO/MARROM MEL,7895491370946,0750-7895491370885,Converse,
WOULD_DELETE,0126-7895491257261,TENIS CO04930002 PRO BLAZE CLASSIC PRETO/BRANCO/BRANCO,7895491257261,0750-7895491257230,Converse,
WOULD_DELETE,0126-7895491384714,TENIS CK13780001 CHUCK TAYLOR ALL STAR PRETO/BRANCO/BRANCO,7895491384714,0750-7895491384646,Converse,
WOULD_DELETE,0126-7895491354090,TENIS CK12510002 CHUCK TAYLOR ALL STAR MALVA/AZUL ABERTO/BRANCO,7895491354090,0750-7895491354038,Converse,
WOULD_DELETE,0126-7895491369230,TENIS CO06310002 CONVERSE SPORT CASUAL BRANCO VELHO/PRETO/MEL ESCURO,7895491369230,0750-7895491369216,Converse,
WOULD_DELETE,0126-7895491257414,TENIS CO04930003 PRO BLAZE CLASSIC BRANCO/PRETO/BRANCO,7895491257414,0750-7895491257353,Converse,
WOULD_DELETE,0126-7895491332180,TENIS CO05940001 PRO BLAZE CLASSIC PRETO/BRANCO/BRANCO,7895491332180,0750-7895491332173,Converse,
WOULD_DELETE,0126-7895491410130,TENIS CK14150001 CHUCK TAYLOR ALL STAR AZUL SUPERLUA/BRANCO/PRETO,7895491410130,0750-7895491410123,Converse,
WOULD_DELETE,0126-7909175445537,TENIS CK00020006 CHUCK TAYLOR ALL STAR ROSA/CRU/PRETO,7909175445537,0750-7909175445520,Converse,
WOULD_DELETE,0126-7909175442420,TENIS CK00040003 CHUCK TAYLOR ALL STAR MARINHO/CRU/PRETO,7909175442420,0750-7909175442406,Converse,
WOULD_DELETE,0126-7895491354830,TENIS CK12500002 CHUCK TAYLOR ALL STAR SIDE ZIP MALVA/AZUL ABERTO/BRANCO,7895491354830,0750-7895491354793,Converse,
WOULD_DELETE,0126-7895491316630,TENIS CO05230003 CONVERSE SPORT CASUAL CINZA/PRETO/BRANCO,7895491316630,0750-7895491316586,Converse,
WOULD_DELETE,0126-7895491262265,TENIS CO05050002 STAR PLAYER BRANCO/PRETO/BRANCO,7895491262265,0750-7895491262258,Converse,
WOULD_DELETE,0126-7895491349867,TENIS CT29960002 CHCUK TAYLOR ALL STAR HIGH STREET GRAFITE ESCURO/RUM CAFE/RUM CAFE,7895491349867,0750-7895491349867,Converse,
WOULD_DELETE,0126-7908341494010,TENIS CK09090002 CHUCK TAYLOR ALL STAR SIDE ZIP AZUL CLARO/ROSA CHOQUE/BRANCO,7908341494010,0750-7908341493969,Converse,
